absalom_eventid,absalom_startdate,absalom_summary,absalom_chapter,absalom_y_narrated,absalom_y_hypothesized,absalom_y_narratedconsciousness,absalom_y_told,absalom_y_remembered,absalom_y_all,absalom_y_other,absalom_x_plot,absalom_x_story,absalom_textposition_plot,absalom_textposition_story,absalom_label,x_sutpen_plot,x_sutpen_story,y_sutpen,series_sutpen_plot,series_sutpen_story,sutpen_label,textposition_sutpen_plot,textposition_sutpen_story
15903,1895-01-01,"One night ""twenty-six years"" after the Sutpen <br> house was empty, ""a wagon full of <br> strangers"" tries to spend the night there <br> but drive away quickly after ""something happened"" <br> (172).  [SOURCE: Ambiguous]",6,,,,517,,517,,368,517,,,,,,,,,,,
15905,1908-09-01,"Someone, possibly Shreve, describes the scene in <br> the graveyard when Mr. Compson teases Luster <br> about being afraid of Sutpen's ghost.  [SOURCE: Ambiguous]",6,527,,,,,527,,369,527,,,,,,,,,,,
15906,1900-01-01,"Someone, possibly Shreve, reminds Quentin of ""that <br> day"" when he, Luster and a few <br> other boys saw Clytemnestra in the old <br> slave quarters at Sutpen's (174).  [SOURCE: Ambiguous]",6,,,,520,,520,,370,520,,,,,,,,,,,
15907,1908-09-01,Shreve reminds Quentin of what Luster had <br> said about Jim Bond.  [SOURCE: Shreve],6,,,,528,,528,,371,528,,,,,,,,,,,
15908,1882-01-01,"Shreve sums up Bond's life ""in that <br> cabin behind the haunted house"" over ""twenty-six <br> years"" (174).  [SOURCE: Shreve]",6,,,,511,,511,,372,511,,,,,,,,,,,
15909,1909-09-06,"Shreve reminds Quentin of what Rosa said <br> about ""someone hiding out there"" at Sutpen's <br> (175).  [SOURCE: Shreve]",6,,,,550,,550,,373,550,,,,,,,,,,,
15910,1909-09-06,"The chapter ends with Shreve referring to <br> the nighttime trip that Quentin and Rosa <br> made to the Sutpen place, but stops <br> before reaching the discovery they made.  [SOURCE: Shreve]",6,,,,574,,574,,374,574,,,,,,,,,,,
15911,1910-01-13,The chapter begins by re-setting the scene <br> in the Harvard dorm room.  [SOURCE: Narrator],7,601,,,,,601,,375,601,,,,,,,,,,,
15912,1834-06-01,"Quentin begins Sutpen's own version of his <br> story by mentioning the time ""the architect"" <br> tried to run away (177).  [SOURCE: Grandfather, Quentin]",7,,,,71,,71,,376,71,"""top left""","""top right""",Sutpen Grandfather Compson,,,,,,,,
15913,1910-01-13,"Shreve interrupts Quentin's story-telling, as he will <br> do a number of times in this <br> chapter; the narrator describes his appearance, bare-chested <br> at the table.  [SOURCE: Narrator]",7,602,,,,,602,,377,602,,,,,,,,,,,
15914,1834-06-01,"Quentin resumes his story-telling, anticipating the end <br> of the pursuit for the escaped architect. <br>  [SOURCE: Grandfather, Quentin]",7,,,,73,,73,,378,73,,,,,,,,,,,
15915,1910-01-13,"Shreve again interrupts, speculating on why the <br> architect ran away; Quentin does not reply, <br> sitting before the letter from his father. <br>  [SOURCE: Narrator]",7,603,,,,,603,,379,603,,,,,,,,,,,
15916,1834-06-01,"When Sutpen discovers the architect has fled, <br> he makes plans to hunt him.  [SOURCE: Grandfather, Quentin]",7,,,,72,,72,,380,72,,,,,,,,,,,
15917,1834-06-02,"Men bring champagne, whiskey and dogs as <br> they prepare to help Sutpen hunt the <br> runaway architect.  [SOURCE: Grandfather, Quentin]",7,,,,74,,74,,381,74,,,,,,,,,,,
15918,1834-06-03,"The hunt for the escaped architect begins, <br> with Sutpen and General Compson riding in <br> company.  [SOURCE: Grandfather, Quentin]",7,,,,75,,75,,382,75,,,,,,,,,,,
15919,1820-03-01,"Sutpen begins telling Grandfather his story, which <br> Quentin introduces with the idea of ""innocence"" <br> (178).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,12,,12,,383,12,,,,,,,,,,,
15920,1910-01-13,Shreve interrupts Quentin to remind him that <br> before the Civil War the state of <br> West Virginia did not exist.  [SOURCE: Narrator],7,604,,,,,604,,384,604,,,,,,,,,,,
15921,1808-01-01,"Growing up in the mountains, Sutpen knew <br> nothing about slavery or class differences; in <br> the mountains ""the land belongs to anybody <br> and everybody"" (179).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,2,,2,,385,2,"""bottom left""","""bottom right""",Sutpen born,1,6,2,Plot,Story,Sutpen arrives in Jefferson,top right,top right
22378,1817-01-01,"The narrative of the Sutpen family's migration <br> back to the low country begins.    [SOURCE: Sutpen, Grandfather, Quentin]",7,5,,,,,5,,386,5,,,,,,,,,,,
22379,1730-01-01,"Parenthetically the narrative notes the arrival of <br> ""the first Sutpen"" in the new world; <br> that he comes to Jamestown from ""the <br> Old Bailey"" suggests clearly that he is <br> one of the convicts whom the British <br> empire forced to emigrate to supply their <br> colonies with settlers (180) [SOURCE: Sutpen]",7,1,,,,,1,,387,1,,,,7,1,1,Plot,Story,Sutpen born in Virginia,top left,top right
15922,1817-01-01,"The trip the Sutpen family makes from <br> the mountains to ""the slack lowlands"" of <br> Virginia is described as a ""fall"" (180). <br>  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,6,,6,,388,6,,,,,,,,,,,
15923,1817-01-01,"Sutpen doesn't know why his father decided <br> to move; he describes the ""morning"" when <br> their journey started (181).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,3,,3,,389,3,,,,6,7,3,Plot,Story,Sutpen killed by Jones,bottom left,bottom left
15924,1817-01-02,"The journey through Virginia takes a long <br> time.  On the way, the father is repeatedly <br> drunk, one of Sutpen's sisters gives birth, <br> and Thomas sees his first Negro; when <br> they reach the flat country, he ""got <br> it"": he discovers the ""difference"" between races <br> and classes (183).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,4,,4,,390,4,,,,,,,,,,,
15925,1818-01-01,"Disoriented both physically and psychologically, Sutpen struggles <br> to understand the racial and socio-economic patterns <br> of the slave society he has fallen <br> into.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,7,,7,,391,7,,,,,,,,,,,
15926,1818-01-02,"Sutpen secretly watches the planter for whom <br> his father works in a hammock, being <br> waited on by a slave wearing ""better <br> clothes than he or his father and <br> sisters had ever owned"" (184).  He watches without envy, and innocently.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,8,,8,,392,8,,,,,,,,,,,
15927,1820-03-01,"The day Sutpen is sent to ""the <br> big house"" with a ""message,"" but is <br> turned away from the front door by <br> a slave (185).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,13,,13,,393,13,"""middle left""","""middle right""",Sutpen Pettibone,,,,,,,,
15928,1818-01-01,"While the enslaved butler bars the door <br> to him, Sutpen thinks back over ""the <br> two years"" he has been in the <br> Tidewater; he remembers representative moments of conflict <br> and contempt between upper- and lower-class whites, <br> and lower-class whites and slaves (186).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,9,,9,,394,9,,,,,,,,,,,
15930,1820-03-01,"The story returns to the moment when <br> Sutpen is turned away from ""that white <br> door"" by a slave (188).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,14,,14,,395,14,,,,,,,,,,,
15931,1820-03-01,"Sutpen seeks refuge in a ""kind of <br> cave"" (188), where he tries to figure <br> out how, after being turned away from <br> that door, he can ""live with himself <br> for the rest of his life"" (189). <br>  He suddenly sees himself and his family <br> and other poor whites as ""the rich <br> man"" had always been seeing them, as <br> ""cattle"" (190).  He argues with himself about shooting the <br> rich man.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,15,,15,,396,15,,,,,,,,,,,
15932,1820-03-01,"Sutpen returns to the cabin his family <br> lives in, to realize that he never <br> got to deliver his message, that there <br> isn't anything he can do that would <br> be meaningful to the rich man.  He first conceives his design, which leads <br> him to decide to leave home. [SOURCE: <br> Sutpen, Grandfather, Quentin]",7,,,,16,,16,,397,16,,,,,,,,,,,
15933,1910-01-13,The next installment in Sutpen's story opens <br> by returning to the dorm room where <br> Quentin is retelling it.  [SOURCE: Narrator],7,605,,,,,605,,398,605,,,,,,,,,,,
15934,1834-06-03,"The narrative relocates the story Sutpen is <br> telling Grandfather about his earlier life in <br> the context where he told it: the <br> pursuit of a man - the French <br> architect - running away from captivity.  [SOURCE: Grandfather, Quentin]",7,,,,76,,76,,399,76,,,,,,,,,,,
15935,1823-01-01,"Sutpen leaves for the West Indies, presumably <br> as a crewman on a ship bound <br> for an island.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,20,,20,,400,20,"""middle right""","""top right""",Sutpen Haiti,,,,,,,,
15936,1864-11-01,"The narrative leaps ahead to the next <br> time Sutpen talked to Grandfather about his <br> life - not 1834 in the woods, <br> but ""thirty years later"": 1864 in Grandfather's <br> office (195).  [SOURCE: Grandfather, Quentin]",7,,,,374,,374,,401,374,,,,,,,,,,,
15937,1831-01-01,"Sutpen ""put his first wife aside"" because <br> he realized she could not be part <br> of ""the design which I had in <br> mind"" (194).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,40,,40,,402,40,,,,,,,,,,,
15938,1834-06-03,"The narrative makes its way back to <br> Sutpen's earlier life by re-establishing the scene <br> in which he told it to Grandfather: <br> the chase of the fugitive architect.    [SOURCE: Grandfather, Quentin]",7,,,,77,,77,,403,77,,,,,,,,,,,
15939,1819-11-01,"For ""three months one winter"" Sutpen attended <br> school, which is how he heard about <br> the West Indies (194).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,10,,10,,404,10,,,,,,,,,,,
15940,1819-11-02,"One day after school Sutpen questions the <br> teacher directly about the West Indies.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,11,,11,,405,11,,,,,,,,,,,
15941,1820-03-02,"When Sutpen realizes he would need money <br> to achieve his design, he remembers what <br> he had learned about the West Indies, <br> and decides to go there.  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,18,,18,,406,18,,,,,,,,,,,
15942,1834-06-03,"Sutpen stops telling his story as the <br> other ""guests"" and his slaves come into <br> camp by the tree where the dogs <br> lost the trail of the architect; Grandfather <br> speculates about whether Sutpen is reliving the <br> voyage to the West Indies in his <br> mind (196).  [SOURCE: Grandfather, Quentin]",7,,,,78,,78,,407,78,,,,,,,,,,,
15943,1834-06-03,"The architect's track is found again, and <br> the pursuit continues ""until the light failed"" <br> (197).  [SOURCE: Grandfather, Quentin]",7,,,,79,,79,,408,79,,,,,,,,,,,
15944,1834-06-03,"Camped overnight on the track of the <br> architect, Sutpen begins telling his story again. <br>  [SOURCE: Grandfather, Quentin]",7,,,,80,,80,,409,80,,,,,,,,,,,
15945,1864-11-01,"The narrative jumps forward again to the <br> scene in Grandfather's office after ""those four <br> years"" of the Civil War, when Sutpen <br> sat saying ""the most simple and the <br> most outrageous things"" (198).  [SOURCE: Grandfather, Quentin]",7,,,,372,,372,,410,372,,,,,,,,,,,
15946,1826-01-10,"It is ""six years"" after Sutpen ran <br> away from his family (199).  He is in a ""beseiged Haitian room,"" <br> firing a gun out a window ""in <br> the dark"" (198).  It is suggested that the torches in <br> the Yoknapatawpha swamp reminded him of this <br> earlier moment.   [SOURCE: Grandfather, Quentin]",7,,,,29,,29,,411,29,,,,,,,,,,,
15947,1823-01-01,"Sutpen doesn't explain how he became ""overseer <br> or foreman or something"" on a ""French"" <br> sugar plantation in Haiti (199).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,21,,21,,412,21,,,,,,,,,,,
15948,1910-01-13,"Quentin interrupts the story to note ""the <br> first mention"" of something, which Shreve immediately <br> asserts is ""a girl"" (199).   [SOURCE: Narrator]",7,606,,,,,606,,413,606,,,,,,,,,,,
15950,1864-11-01,"The narrative anticipates the way Sutpen told <br> Grandfather thirty years later he ""put aside"" <br> someone who was ""unsuitable"" for his design <br> (199).   [SOURCE: Grandfather, Quentin]",7,,,,373,,373,,414,373,,,,,,,,,,,
15962,1826-01-10,"The narrative comes back, briefly, to the <br> besieged Haitian plantation.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,30,,30,,415,30,,,,,,,,,,,
15966,1910-01-13,"A very nested passage, in which Quentin <br> explicitly tells Shreve what Sutpen told Grandfather <br> about the ""six or seven years"" between <br> the time he left home and the <br> scene in the besieged Haitian room (199). <br>  It takes into account how Sutpen tells <br> the story and how each listener - <br> Shreve and Grandfather - respond.     [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,607,,607,,416,607,,,,,,,,,,,
15971,1834-06-03,"Quietly and simply, Sutpen tells Grandfather that <br> he was a virgin until his marriage <br> - and why.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,81,,81,,417,81,,,,,,,,,,,
15975,1826-01-10,"Sutpen describes the ""seven or eight nights"" <br> he and the others spent besieged in <br> the room, while the rebelling slaves burned <br> parts of the plantation.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,33,,33,,418,33,,,,,,,,,,,
15977,1834-06-03,"Sutpen drinks coffee black because the smell <br> of ""burning sugar"" still makes him uncomfortable <br> (201).   [SOURCE: Grandfather, Quentin]",7,,,,82,,82,,419,82,,,,,,,,,,,
15978,1826-01-10,"An image of ""the girl"" in Sutpen's <br> story emerges briefly, as if ""by the <br> flash"" of a musket (201).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,32,,32,,420,32,,,,,,,,,,,
15980,1826-01-10,"General Compson expresses surprise at the way <br> Sutpen tells about the beginnings of the <br> revolt, and his own flight into the <br> planter's house.   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,27,,27,,421,27,,,,,,,,,,,
15988,1823-01-01,"The narrative perspective pulls back from the <br> rebellion to describe Haiti itself as a <br> place where ""the sheen on the dollars <br> was not from gold but from blood"" <br> (201-02).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,22,,22,,422,22,,,,,,,,,,,
15989,1826-01-01,"Before the rebellion, Sutpen was ""overseeing"" slavery <br> without seeing it (202).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,23,,23,,423,23,,,,,,,,,,,
15990,1826-01-01,"Although Sutpen does ""not tell"" about ""the <br> steps leading up"" to the rebellion, some <br> of them - especially the voodoo warnings <br> with which the owner and servants were <br> frightened - are described (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,24,,24,,424,24,,,,,,,,,,,
15991,1826-01-10,"Sutpen tells Grandfather that it was only <br> on the first night of the revolt <br> that he learned the planter's daughter's ""christian <br> name"" (203); Sutpen also mentions that her <br> mother ""had been a Spaniard"" (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,28,,28,,425,28,,,,,,,,,,,
15992,1826-01-07,"Immediately before the revolt, Sutpen finds the <br> murdered body of ""one of the"" planter's <br> servants (203).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,25,,25,,426,25,,,,,,,,,,,
15994,1834-01-01,"General Compson remembers watching Sutpen ""fight naked <br> chest to chest"" with his ""wild niggers,"" <br> both before his house was finished and <br> after he was married (203).   [SOURCE: Grandfather, Quentin]",7,,,,70,,70,,427,70,,,,,,,,,,,
15995,1826-01-07,"Sutpen says the way the plantation servant's <br> body looked was something ""a man who <br> pretended to be civilized"" could not talk <br> about (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,26,,26,,428,26,,,,,,,,,,,
15996,1826-01-10,"Inside the besieged big house, Sutpen and <br> the plantation owner fired their muskets ""at <br> the Haitian night itself"" (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,31,,31,,429,31,,,,,,,,,,,
15997,1826-01-18,"When the besieged run out of water, <br> Sutpen goes out and ""subdues"" the rebellious <br> slaves; then becomes engaged to marry the <br> planter's daughter (204).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,34,,34,,430,34,,,,,,,,,,,
15998,1834-06-03,"Grandfather interrupts Sutpen's story in amazement.   [SOURCE: Grandfather, Quentin]",7,,,,83,,83,,431,83,,,,,,,,,,,
15999,1826-01-18,"Sutpen suggests that he subdued the rebellious <br> slaves by standing up to their torture. <br>     [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,35,,35,,432,35,,,,,,,,,,,
16000,1834-06-03,"Sutpen shows Grandfather the scars from his <br> ordeal in Haiti.   [SOURCE: Grandfather, Quentin]",7,,,,84,,84,,433,84,,,,,,,,,,,
16001,1826-01-19,"The rebellion ends, and Sutpen and ""the <br> girl"" become engaged (205).   [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,36,,36,,434,36,,,,,,,,,,,
16002,1910-01-13,"Quentin pauses in telling the story, as <br> the point where he says Sutpen also <br> stopped.  [SOURCE: Narrator]",7,608,,,,,608,,435,608,,,,,,,,,,,
16003,1834-06-03,"The passage shifts quickly between the ""flat"" <br> tone in which Sutpen is telling his <br> story to Grandfather and the ""flat tone"" <br> in which Quentin is telling the story <br> to Shreve (206).   [SOURCE: Narrator, Grandfather, Quentin]",7,,,,85,,85,,436,85,,,,,,,,,,,
16004,1834-06-04,"Late in the afternoon the trackers find <br> the runaway architect.  [SOURCE: Grandfather, Quentin]",7,,,,86,,86,,437,86,,,,,,,,,,,
16005,1835-01-01,"As the architect leaves Yoknapatawpha after Supten's <br> house is built, Grandfather gives him a <br> new hat to replace the one he <br> lost while trying to run away.  [SOURCE: Grandfather, Quentin]",7,,,,91,,91,,438,91,,,,,,,,,,,
16006,1834-06-04,"The re-captured architect makes an impressive speech <br> in French.  [SOURCE: Grandfather, Quentin]",7,,,,87,,87,,439,87,,,,,,,,,,,
16007,1910-01-13,"When Quentin pauses, the narrator uses the <br> occasion to describe Quentin and Shreve as <br> college students from two different ends of <br> the Mississippi River.  [SOURCE: Narrator]",7,609,,,,,609,,440,609,,,,,,,,,,,
16008,1834-09-01,"Quentin sums up Sutpen's progress between the <br> two times he told his story to <br> Grandfather.  He mentions the ""design,"" the wrestling with <br> slaves, marrying and having children (including Clytemnestra), <br> and starting his cotton plantation with seed <br> Grandfather ""loaned him"" (208).  [SOURCE: Grandfather, Quentin]",7,,,,89,,89,,441,89,,,,,,,,,,,
16009,1836-01-01,"In response to a question from Shreve, <br> Quentin gives some account of the dubious <br> business transaction that Sutpen and Coldfield undertook. <br>  [SOURCE: Father, Quentin]",7,,,,94,,94,,442,94,,,,,,,,,,,
16010,1859-01-01,"According to Father's account, Mr. Coldfield hated <br> the South because of his own seduction <br> by its climate of ""opportunism and moral <br> brigandage"" (209).  [SOURCE: Father, Quentin]",7,,,,169,,169,,443,169,,,,,,,,,,,
16011,1835-01-01,"At Shreve's urging, Quentin resumes the story <br> of how Sutpen pursued his ""design,"" mentioning <br> for the first time the role that <br> another ""little boy without any shoes on"" <br> plays in the scheme (209-10).  [SOURCE: Grandfather, Quentin]",7,,,,93,,93,,444,93,,,,,,,,,,,
16012,1864-11-01,"Father explains what Sutpen meant by talking <br> to Grandfather about ""the boy-symbol at the <br> door"" (210).  [SOURCE: Grandfather, Father, Quentin]",7,,,,375,,375,,445,375,,,,,,,,,,,
16013,1910-01-13,"Shreve notes that Quentin also ""sounds like"" <br> Mr. Compson as he tells the story, <br> leading Quentin to wonder how people are <br> connected and whether anything ""ever happens once <br> and is finished"" (210).  [SOURCE: Narrator, Quentin]",7,,,610,,,610,610,446,610,,,,,,,,,,,
16014,1839-01-01,"Judith and Henry seem ""by sex and <br> age"" perfectly suited to fulfill Sutpen's ""design"" <br> (211).  [SOURCE: Grandfather, Quentin]",7,,,,123,,123,,447,123,,,,,,,,,,,
16015,1831-01-01,"Sutpen ""repudiates"" his ""first wife and child,"" <br> choosing the twenty slaves he brought to <br> Yoknapatawpha as his divorce settlement (211).  [SOURCE: Grandfather, Quentin]",7,,,,42,,42,,448,42,,,,,,,,,,,
16016,1864-11-01,"Talking with Grandfather, Sutpen tries to explain <br> the (amoral) logic with which he came <br> to terms with his decision to repudiate <br> his wife and child.  [SOURCE: Grandfather, Quentin]",7,,,,376,,376,,449,376,,,,,,,,,,,
16017,1827-01-01,"Sutpen describes the circumstances of his marriage <br> in Haiti, and mentions the deception that <br> was practiced upon his ""good faith"" (212). <br>  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,37,,37,,450,37,,,,,,,,,,,
16018,1831-01-01,"Sutpen makes a discovery ""after my son <br> was born"" that causes him to repudiate <br> the son and his mother (212); he <br> claims he made sufficient provision to ""repair <br> whatever injustice I might be considered"" to <br> have committed (213).  [SOURCE: Sutpen, Grandfather, Quentin]",7,,,,39,,39,,451,39,"""top right""","""top right""",Charles Bon born,,,,,,,,
16019,1864-11-01,"Grandfather expresses his astonishment at Sutpen's naivete <br> about ""females"" (213).  [SOURCE: Grandfather, Quentin]",7,,,,378,,378,,452,378,,,,,,,,,,,
16020,1910-01-13,Shreve leaves the room and returns wearing <br> his robe.  [SOURCE: Narrator],7,611,,,,,611,,453,611,,,,,,,,,,,
16021,1859-12-25,Shreve mentions the Christmas that Henry brought <br> Sutpen's repudiated son to the plantation.  [SOURCE: Shreve],7,,,,198,,198,,454,198,,,,,,,,,,,
16022,1831-01-01,"Mr. Compson suggests how and why Sutpen <br> named his first son ""Charles Bon"" (213). <br>  [SOURCE: Father, Grandfather, Quentin]",7,,,,41,,41,,455,41,,,,,,,,,,,
16023,1831-01-01,"Sutpen named all his children.    [SOURCE: Father, Quentin]",7,,,,43,,43,,456,43,,,,,,,,,,,
16024,1910-01-13,"Shreve expresses surprise at what Mr. Compson <br> seems to have learned since he told <br> Sutpen's story earlier; in response, Quentin suggests <br> he himself was the source of this <br> new knowledge, after making the trip out <br> to Sutpen's with Rosa.  [SOURCE: Narrator]",7,612,,,,,612,,457,612,,,,,,,,,,,
16025,1859-12-25,"Sutpen recognizes that Henry's friend is his <br> repudiated son, and in that moment feels <br> his design be destroyed.  [SOURCE: Father, Quentin]",7,,,,199,,199,,458,199,,,,,,,,,,,
16026,1864-11-01,"Sutpen comes to Grandfather to try to <br> find out where he made his ""mistake"" <br> (215).  [SOURCE: Grandfather, Quentin]",7,,,,377,,377,,459,377,,,,,,,,,,,
16027,1859-12-25,"Even after experiencing the loss of his <br> design, Sutpen does not give it up; <br> on the other hand, he takes no <br> action during the two weeks that Bon <br> stays at Sutpen's Hundred.  [SOURCE: Father, Grandfather, Quentin]",7,,,,201,,201,,460,201,,,,,,,,,,,
16028,1860-01-05,"Back at college, Bon writes letters to <br> Judith while Sutpen ""does nothing"" (216).    [SOURCE: Father, Quentin]",7,,,,219,,219,,461,219,,,,,,,,,,,
16029,1860-05-15,"Sutpen goes to New Orleans.  It is not known if he hoped <br> to - or did - see his <br> first wife or Bon while he was <br> there.  [SOURCE: Father, Quentin]",7,,,,229,,229,,462,229,,,,,,,,,,,
16030,1860-12-24,"Bon returns with Henry and on Christmas <br> Eve, ""just before supper time,"" Sutpen confronts <br> Henry and Henry gives his father ""the <br> lie"" and leaves home.  [SOURCE: Father, Quentin]",7,,,,284,,284,,463,284,,,,,,,,,,,
16031,1861-01-01,"A short passage that sums up the <br> four years of Civil War during which: <br> Sutpen apparently keeps track of Bon and <br> Henry, Henry puts the wedding on hold <br> and Bon (and Judith) on a kind <br> of probation, both General Compson and Bon <br> are wounded at the battle of ""Pittsburg <br> Landing"" (Henry saves Bon on the battlefield), <br> and Sutpen brings home the tombstones in <br> 1864 (217).  [SOURCE: Grandfather, Quentin]",7,,,,323,,323,,464,323,,,,,,,,,,,
16032,1864-11-01,"Sutpen brings the tombstones home from the <br> war, and talks with Judith about her <br> intentions toward Bon.  [SOURCE: Grandfather, Quentin]",7,,,,370,,370,,465,370,,,,,,,,,,,
16033,1864-11-01,"In General Compson's office, on his short <br> time away from war, Sutpen tries to <br> explain or understand how his design failed, <br> and decide what he should do now, <br> whether to play his ""last trump card"" <br> to prevent the marriage or allow it <br> and betray everything he sought to achieve <br> for ""that little boy who approached that <br> door fifty years ago and was turned <br> away"" (220).  [SOURCE: Grandfather, Quentin]",7,,,,371,,371,,466,371,,,,,,,,,,,
16034,1910-01-13,"Shreve interrupts Quentin's telling to ask if <br> either Grandfather or Father knew ""what the <br> demon was talking about"" (220).  The narrator attributes his attempt at ""levity"" <br> to the ""sentimentality of the young"" (221). <br>  [SOURCE: Narrator]",7,613,,,,,613,,467,613,,,,,,,,,,,
16035,1864-11-01,"Watching him ride off to war, Grandfather <br> thinks about Sutpen's stuggle to hold on <br> to the meaning of his design.  [SOURCE: Grandfather, Quentin]",7,,,,380,,380,,468,380,,,,,,,,,,,
16036,1864-11-01,"Before going back to the war, Sutpen <br> has supper at his plantation, where he <br> speaks to Clytemnestra and Wash as ""master <br> to slave, baron to retainer"" (221).  [SOURCE: Grandfather, Quentin]",7,,,,381,,381,,469,381,,,,,,,,,,,
16037,1865-04-01,"When the army Henry is serving in <br> retreats to Carolina, Sutpen visits his son. <br>  [SOURCE: Grandfather, Quentin]",7,,,,395,,395,,470,395,,,,,,,,,,,
16038,1910-01-13,"Shreve jumps the narrative ahead to Sutpen's <br> return after the War, but Quentin insists <br> ""I am telling,"" while thinking that he <br> is ""going to have to hear it <br> all over again"" (222).  [SOURCE: Narrator]",7,,,614,,,614,614,471,614,,,,,,,,,,,
16039,1866-01-01,"Sutpen returns and learns that Henry killed <br> Bon.  [SOURCE: Father, Rosa, Quentin]",7,,,,434,,434,,472,434,,,,,,,,,,,
16040,1866-01-02,"Sutpen races against time to restore his <br> plantation and resurrect his design, rushing Wash <br> into the fields and Rosa into an <br> engagement.  [SOURCE: Father, Quentin]",7,436,,,,,436,,473,436,,,,,,,,,,,
16041,1866-06-01,"Mr. Compson describes the scene where Sutpen, <br> clinging to the ""old impotent logic"" that <br> had already betrayed him, insults Rosa and <br> sends her rushing back to town (224). <br>  [SOURCE: Father, Quentin]",7,,,,445,,445,,474,445,,,,,,,,,,,
16042,1910-01-13,"Shreve interrupts Quentin and continues the story, <br> briefly; afterwards Quentin resumes it - but <br> they are described as working together, to <br> ""say No to Quentin's Mississippi shade,"" i.e. <br> Sutpen (225).  [SOURCE: Narrator]",7,615,,,,,615,,475,615,"""top center""","""top left""",Shreve-Quentin narrate,,,,,,,,
16043,1866-07-01,Sutpen turns to Wash's young granddaughter as <br> a potential mother to a son.  [SOURCE: Quentin],7,,,,453,,453,,476,453,,,,,,,,,,,
16044,1861-08-01,"While Sutpen is away at the War, <br> the blacks on the plantation mock Jones <br> for not serving; he sees his role <br> as taking care of Sutpen's home and <br> family.  To defend himself against the ""jeering echoes"" <br> of the Negroes' laughter, he remembers being <br> with Sutpen and conjures up a vision <br> of him as a godlike figure of <br> a man (226).  [SOURCE: Grandmother, Quentin]",7,,,,346,,346,,477,346,,,,,,,,,,,
16045,1867-01-01,"Wash helps Sutpen court his granddaughter, with <br> faith in Sutpen's honorableness.    [SOURCE: Father, Quentin]",7,,,,454,,454,,478,454,,,,,,,,,,,
16046,1868-08-01,"Grandfather overhears a conversation between Wash and <br> Sutpen, about his intentions toward Milly, ""a <br> fifteen-year-old gal"" (228).  Wash tells Sutpen he believes in him, <br> because ""you are different"" (228).  [SOURCE: Grandfather, Father, Quentin]",7,,,,455,,455,,479,455,,,,,,,,,,,
16047,1869-08-12,"Sutpen leaves the house.  Judith supposes he is going to check <br> on ""his mare"" (228).  [SOURCE: Father, Quentin]",7,,,,459,,459,,480,459,,,,,,,,,,,
16048,1869-05-01,"Judith spends a week fitting Milly Jones <br> for a dress.  [SOURCE: Father, Quentin]",7,,,,456,,456,,481,456,,,,,,,,,,,
16049,1869-08-12,"When Sutpen fails to return, and isn't <br> found in the stable, Judith sends a <br> boy to ""the old fish camp"" to <br> ask Jones about his whereabouts (229).  [SOURCE: Father, Quentin]",7,,,,465,,465,,482,465,,,,,,,,,,,
16050,1869-08-12,"The boy Judith sent to the fishing <br> camp finds Sutpen's body.  [SOURCE: Father, Quentin]",7,,,,466,,466,,483,466,,,,,,,,,,,
16051,1869-08-18,"The midwife who delivered Milly's baby is <br> found ""about a week"" afterwards (229).  [SOURCE: Father, Quentin]",7,,,,477,,477,,484,477,,,,,,,,,,,
