StartDate,Summary,chapter,event,Narrated,Hypothesized,NarratedConsciousness,Told,Remembered,Order,values,position
1860-12-24,"Although Sutpen himself claims that Bon has <br> known all along about being related to <br> Henry and Judith, Shreve declares that he <br> was not aware of it.  [SOURCE: Shreve]",8,,,,,281,,Plot,501,
1860-12-24,"Although Sutpen himself claims that Bon has <br> known all along about being related to <br> Henry and Judith, Shreve declares that he <br> was not aware of it.  [SOURCE: Shreve]",8,,,,,281,,Story,281,
1833-01-01,"Shreve describes Bon's upbringing from the perspective <br> of his mother, who is ""grooming him"" <br> all the time to get her revenge <br> on the man who ""cast [her] aside"" <br> (238).  [SOURCE: Shreve]",8,,,,,45,,Plot,502,
1833-01-01,"Shreve describes Bon's upbringing from the perspective <br> of his mother, who is ""grooming him"" <br> all the time to get her revenge <br> on the man who ""cast [her] aside"" <br> (238).  [SOURCE: Shreve]",8,,,,,45,,Story,45,
1833-01-01,"Shreve describes Bon's childhood from the perspective <br> of the ""little boy"" who does not <br> know where he came from (238), or <br> the source of his mother's ""incomprehensible fury"" <br> (239).  [SOURCE: Shreve]",8,,,,,44,,Plot,503,
1833-01-01,"Shreve describes Bon's childhood from the perspective <br> of the ""little boy"" who does not <br> know where he came from (238), or <br> the source of his mother's ""incomprehensible fury"" <br> (239).  [SOURCE: Shreve]",8,,,,,44,,Story,44,
13-01-10,"Quentin and Shreve look at each other <br> ""searchingly"" in ""the tomblike air"" of their <br> dorm room (240).  [SOURCE: Narrator]",8,,622,,,,,Plot,504,
13-01-10,"Quentin and Shreve look at each other <br> ""searchingly"" in ""the tomblike air"" of their <br> dorm room (240).  [SOURCE: Narrator]",8,,622,,,,,Story,622,
1849-01-01,"Shreve describes Bon as a young man <br> aware that his mother ""was up to <br> something,"" but willing to go along for <br> the sake of money and the pleasure <br> it could buy (240).  [SOURCE: Shreve]",8,,,,,138,,Plot,505,
1849-01-01,"Shreve describes Bon as a young man <br> aware that his mother ""was up to <br> something,"" but willing to go along for <br> the sake of money and the pleasure <br> it could buy (240).  [SOURCE: Shreve]",8,,,,,138,,Story,138,
1849-01-01,"Shreve introduces ""the lawyer"" into the story, <br> as the person who handles ""the money"" <br> that must pass between Bon and his <br> mother (240).  [SOURCE: Shreve]",8,,,,,139,,Plot,506,
1849-01-01,"Shreve introduces ""the lawyer"" into the story, <br> as the person who handles ""the money"" <br> that must pass between Bon and his <br> mother (240).  [SOURCE: Shreve]",8,,,,,139,,Story,139,
1833-01-01,"Shreve begins to develop the character of <br> ""that lawyer,"" focusing on his design: to <br> take financial advantage of the Sutpen story <br> (241).  [SOURCE: Shreve]",8,,,,,46,,Plot,507,
1833-01-01,"Shreve begins to develop the character of <br> ""that lawyer,"" focusing on his design: to <br> take financial advantage of the Sutpen story <br> (241).  [SOURCE: Shreve]",8,,,,,46,,Story,46,
1833-06-07,"Shreve imagines the lawyer re-telling the Sutpen <br> story as a series of financial memorandums <br> on the ""secret paper"" he keeps in <br> his office.  The lawyer's entries refer to: Sutpen acquiring <br> his land, his marriage to Ellen, the <br> birth of his son and then his <br> daughter.  All these are entered in terms to <br> the growing ""val[ue]"" of Sutpen's estate (241). <br>  [SOURCE: Shreve]",8,,,,,62,,Plot,508,
1833-06-07,"Shreve imagines the lawyer re-telling the Sutpen <br> story as a series of financial memorandums <br> on the ""secret paper"" he keeps in <br> his office.  The lawyer's entries refer to: Sutpen acquiring <br> his land, his marriage to Ellen, the <br> birth of his son and then his <br> daughter.  All these are entered in terms to <br> the growing ""val[ue]"" of Sutpen's estate (241). <br>  [SOURCE: Shreve]",8,,,,,62,,Story,62,
1841-01-01,"Shreve imagines the lawyer pausing at the <br> thought of Sutpen's ""daughter,"" who seems to <br> suggest to him the way to recoup <br> the money that Bon is spending on <br> ""his whores"" (241).  Note: the chronological discrepancy here between Judith's <br> birth in 1841 and the age Bon <br> would have to be before going to <br> prostitutes (he was only 10 in 1841) <br> cannot be reconciled.  [SOURCE: Shreve]",8,,,,,127,,Plot,509,
1841-01-01,"Shreve imagines the lawyer pausing at the <br> thought of Sutpen's ""daughter,"" who seems to <br> suggest to him the way to recoup <br> the money that Bon is spending on <br> ""his whores"" (241).  Note: the chronological discrepancy here between Judith's <br> birth in 1841 and the age Bon <br> would have to be before going to <br> prostitutes (he was only 10 in 1841) <br> cannot be reconciled.  [SOURCE: Shreve]",8,,,,,127,,Story,127,
1855-01-01,"Shreve suggests the lawyer arranged for ""the <br> octoroon"" to be Bon's mistress, while sordidly <br> scheming how to make the most money <br> from the Sutpen story (242).  [SOURCE: Shreve]",8,,,,,159,,Plot,510,
1855-01-01,"Shreve suggests the lawyer arranged for ""the <br> octoroon"" to be Bon's mistress, while sordidly <br> scheming how to make the most money <br> from the Sutpen story (242).  [SOURCE: Shreve]",8,,,,,159,,Story,159,
13-01-10,"As the clock chimes midnight, Shreve and <br> Quentin seem to merge into one voice, <br> ""creating between them . . . people <br> who perhaps never existed anywhere"" (243).  [SOURCE: Narrator]",8,,623,,,,,Plot,511,
13-01-10,"As the clock chimes midnight, Shreve and <br> Quentin seem to merge into one voice, <br> ""creating between them . . . people <br> who perhaps never existed anywhere"" (243).  [SOURCE: Narrator]",8,,623,,,,,Story,623,
1855-01-01,"The pattern of the relationship between the <br> lawyer and Bon's mother, who thinks they <br> are still searching for Sutpen's whereabouts, is <br> described.  [SOURCE: Shreve-Quentin]",8,,,,,160,,Plot,512,
1855-01-01,"The pattern of the relationship between the <br> lawyer and Bon's mother, who thinks they <br> are still searching for Sutpen's whereabouts, is <br> described.  [SOURCE: Shreve-Quentin]",8,,,,,160,,Story,160,
1855-01-01,In her New Orleans home Sutpen's first <br> wife burns to revenge herself on him. <br>  [SOURCE: Shreve-Quentin],8,,,,,161,,Plot,513,
1855-01-01,In her New Orleans home Sutpen's first <br> wife burns to revenge herself on him. <br>  [SOURCE: Shreve-Quentin],8,,,,,161,,Story,161,
1855-01-01,"Bon grows old enough to recognize the <br> liminal place he occupies between his obsessed <br> mother and the ""hired lawyer,"" both of <br> whom see him as a means to <br> an end he does not himself see <br> (245).  [SOURCE: Shreve-Quentin]",8,,,,,162,,Plot,514,
1855-01-01,"Bon grows old enough to recognize the <br> liminal place he occupies between his obsessed <br> mother and the ""hired lawyer,"" both of <br> whom see him as a means to <br> an end he does not himself see <br> (245).  [SOURCE: Shreve-Quentin]",8,,,,,162,,Story,162,
1859-09-01,"At age twenty-eight, Bon goes away to <br> college.  [SOURCE: Shreve-Quentin]",8,,,,,183,,Plot,515,
1859-09-01,"At age twenty-eight, Bon goes away to <br> college.  [SOURCE: Shreve-Quentin]",8,,,,,183,,Story,183,
1859-08-01,"""Maybe"" Bon's mother learned about ""the octoroon <br> and the child and the ceremony"" (246). <br>  Bon tells her ""It's not a bad <br> child"" (246), and seems indifferent to the <br> ""spot of negro blood"" (247).  [SOURCE: Shreve-Quentin]",8,,,,,171,,Plot,516,
1859-08-01,"""Maybe"" Bon's mother learned about ""the octoroon <br> and the child and the ceremony"" (246). <br>  Bon tells her ""It's not a bad <br> child"" (246), and seems indifferent to the <br> ""spot of negro blood"" (247).  [SOURCE: Shreve-Quentin]",8,,,,,171,,Story,171,
1859-08-01,"Bon says goodby to his mother, still <br> wondering what she is up to, and <br> how the lawyer is involved.  [SOURCE: Shreve-Quentin]",8,,,,,172,,Plot,517,
1859-08-01,"Bon says goodby to his mother, still <br> wondering what she is up to, and <br> how the lawyer is involved.  [SOURCE: Shreve-Quentin]",8,,,,,172,,Story,172,
1859-08-01,Bon's mother goes to the lawyer's office <br> and tells him her concerns about Bon's <br> relationship with the mistress.  The lawyer sees this as the opportunity <br> he has been waiting for.  [SOURCE: Shreve-Quentin],8,,,,,173,,Plot,518,
1859-08-01,Bon's mother goes to the lawyer's office <br> and tells him her concerns about Bon's <br> relationship with the mistress.  The lawyer sees this as the opportunity <br> he has been waiting for.  [SOURCE: Shreve-Quentin],8,,,,,173,,Story,173,
1859-08-01,"Again working out the financial and genealogical <br> calculations he's been making about Sutpen's wealth, <br> the lawyer realizes that bringing Bon and <br> Henry together at the University of Mississippi <br> is ""Certain"" to accomplish his mercenary plan <br> (248).  [SOURCE: Shreve-Quentin]",8,,,,,174,,Plot,519,
1859-08-01,"Again working out the financial and genealogical <br> calculations he's been making about Sutpen's wealth, <br> the lawyer realizes that bringing Bon and <br> Henry together at the University of Mississippi <br> is ""Certain"" to accomplish his mercenary plan <br> (248).  [SOURCE: Shreve-Quentin]",8,,,,,174,,Story,174,
1859-08-01,"Shreve describes Bon agreeing to go off <br> to college, and letting his mother pack <br> his clothes.  [SOURCE: Shreve-Quentin]",8,,,,,175,,Plot,520,
1859-08-01,"Shreve describes Bon agreeing to go off <br> to college, and letting his mother pack <br> his clothes.  [SOURCE: Shreve-Quentin]",8,,,,,175,,Story,175,
1859-08-02,Shreve describes Bon listening while the lawyer <br> describes the benefits of attending college.  [SOURCE: Shreve-Quentin],8,,,,,176,,Plot,521,
1859-08-02,Shreve describes Bon listening while the lawyer <br> describes the benefits of attending college.  [SOURCE: Shreve-Quentin],8,,,,,176,,Story,176,
14-01-10,Quentin reminds Shreve that the University of <br> Mississippi is in Oxford.  [SOURCE: Narrator],8,,624,,,,,Plot,522,
14-01-10,Quentin reminds Shreve that the University of <br> Mississippi is in Oxford.  [SOURCE: Narrator],8,,624,,,,,Story,624,
1859-08-02,Bon and the lawyer talk about studying <br> law at the University.  [SOURCE: Shreve-Quentin],8,,,,,177,,Plot,523,
1859-08-02,Bon and the lawyer talk about studying <br> law at the University.  [SOURCE: Shreve-Quentin],8,,,,,177,,Story,177,
1859-08-03,"Shreve speculates that Bon doesn't say goodbye <br> to ""the octoroon"" before leaving for college <br> - in the context of men wanting <br> to escape from women.  [SOURCE: Shreve-Quentin]",8,,,,,180,,Plot,524,
1859-08-03,"Shreve speculates that Bon doesn't say goodbye <br> to ""the octoroon"" before leaving for college <br> - in the context of men wanting <br> to escape from women.  [SOURCE: Shreve-Quentin]",8,,,,,180,,Story,180,
1859-08-04,"Bon boards the steamboat; reviewing ""Haiti,"" his <br> ""childhood,"" and his relationships with his mother <br> and the lawyer, he asks himself ""Why?"" <br> he is being sent to ""this particular"" <br> college (250).  [SOURCE: Shreve-Quentin]",8,,,,,181,,Plot,525,
1859-08-04,"Bon boards the steamboat; reviewing ""Haiti,"" his <br> ""childhood,"" and his relationships with his mother <br> and the lawyer, he asks himself ""Why?"" <br> he is being sent to ""this particular"" <br> college (250).  [SOURCE: Shreve-Quentin]",8,,,,,181,,Story,181,
1859-10-01,"The narrative jumps forward to the moment <br> when Henry shows Bon the letter the <br> lawyer wrote, and Bon suddenly sees the <br> family resemblance between himself and Henry.  [SOURCE: Shreve-Quentin]",8,,,,,193,,Plot,526,
1859-10-01,"The narrative jumps forward to the moment <br> when Henry shows Bon the letter the <br> lawyer wrote, and Bon suddenly sees the <br> family resemblance between himself and Henry.  [SOURCE: Shreve-Quentin]",8,,,,,193,,Story,193,
1859-08-02,"Shreve describes the lawyer's realization that he <br> can use ""love"" to complete his scheme <br> to steal Sutpen's wealth.  [SOURCE: Shreve-Quentin]",8,,,,,178,,Plot,527,
1859-08-02,"Shreve describes the lawyer's realization that he <br> can use ""love"" to complete his scheme <br> to steal Sutpen's wealth.  [SOURCE: Shreve-Quentin]",8,,,,,178,,Story,178,
1859-08-02,Shreve's reconstruction of the text of the <br> letter of introduction that the lawyer writes <br> to Henry.  [SOURCE: Shreve-Quentin],8,,,,,179,,Plot,528,
1859-08-02,Shreve's reconstruction of the text of the <br> letter of introduction that the lawyer writes <br> to Henry.  [SOURCE: Shreve-Quentin],8,,,,,179,,Story,179,
1859-09-10,"Shreve's account of a conversation between Henry <br> and Bon, in which over whiskey a <br> blushing Henry admits his longing for a <br> brother and his admiration for the older <br> Bon.  [SOURCE: Shreve-Quentin]",8,,,,,190,,Plot,529,
1859-09-10,"Shreve's account of a conversation between Henry <br> and Bon, in which over whiskey a <br> blushing Henry admits his longing for a <br> brother and his admiration for the older <br> Bon.  [SOURCE: Shreve-Quentin]",8,,,,,190,,Story,190,
14-01-10,"The narrator introduces the story of the <br> relationship between Bon and Judith by referring <br> to the ""happy marriage of speaking and <br> hearing"" between Shreve and Quentin, as they <br> struggle to find the ""true,"" or at <br> least to ""fit the preconceived"" (253).  [SOURCE: Narrator]",8,,625,,,,,Plot,530,
14-01-10,"The narrator introduces the story of the <br> relationship between Bon and Judith by referring <br> to the ""happy marriage of speaking and <br> hearing"" between Shreve and Quentin, as they <br> struggle to find the ""true,"" or at <br> least to ""fit the preconceived"" (253).  [SOURCE: Narrator]",8,,625,,,,,Story,625,
1859-09-15,"Shreve describes the relationship that grows up <br> between Bon and Henry.  While Henry apparently talks about his sister, <br> Bon's interest grows in his father - <br> ""the man who shaped both of us"" <br> (254).  [SOURCE: Shreve-Quentin]",8,,,,,191,,Plot,531,
1859-09-15,"Shreve describes the relationship that grows up <br> between Bon and Henry.  While Henry apparently talks about his sister, <br> Bon's interest grows in his father - <br> ""the man who shaped both of us"" <br> (254).  [SOURCE: Shreve-Quentin]",8,,,,,191,,Story,191,
1859-12-01,"Bon accepts Henry's invitation to spend Christmas <br> at Sutpen's Hundred - not ""to see <br> the sister,"" but to seek recognition from <br> his father (255).   [SOURCE: Shreve-Quentin]",8,,,,,194,,Plot,532,
1859-12-01,"Bon accepts Henry's invitation to spend Christmas <br> at Sutpen's Hundred - not ""to see <br> the sister,"" but to seek recognition from <br> his father (255).   [SOURCE: Shreve-Quentin]",8,,,,,194,,Story,194,
1859-12-20,"Henry and Bon approach Sutpen's Hundred, Henry <br> talking about Judith and Bon growing more <br> and more silent.  [SOURCE: Shreve-Quentin]",8,,,,,195,,Plot,533,
1859-12-20,"Henry and Bon approach Sutpen's Hundred, Henry <br> talking about Judith and Bon growing more <br> and more silent.  [SOURCE: Shreve-Quentin]",8,,,,,195,,Story,195,
1859-12-25,"Bon comes ""face to face with the <br> man who might be his father,"" and <br> ""nothing"" happens (256).  [SOURCE: Shreve-Quentin]",8,,,,,200,,Plot,534,
1859-12-25,"Bon comes ""face to face with the <br> man who might be his father,"" and <br> ""nothing"" happens (256).  [SOURCE: Shreve-Quentin]",8,,,,,200,,Story,200,
1859-12-25,"Bon stays at Sutpen's for ten days; <br> Ellen sees him as a perfect son-in-law. <br>  [SOURCE: Shreve-Quentin, Father]",8,,,,,205,,Plot,535,
1859-12-25,"Bon stays at Sutpen's for ten days; <br> Ellen sees him as a perfect son-in-law. <br>  [SOURCE: Shreve-Quentin, Father]",8,,,,,205,,Story,205,
1859-12-25,"The narrative anticipates what happens to Ellen <br> after Bon and Henry ""disappear"" and ""war <br> and trouble and grief and bad food"" <br> fill her days (256).  [SOURCE: Shreve-Quentin]",8,,,,,211,,Plot,536,
1859-12-25,"The narrative anticipates what happens to Ellen <br> after Bon and Henry ""disappear"" and ""war <br> and trouble and grief and bad food"" <br> fill her days (256).  [SOURCE: Shreve-Quentin]",8,,,,,211,,Story,211,
1859-12-25,Shreve wonders what Judith felt when she <br> saw Bon for the first time.  [SOURCE: Shreve-Quentin],8,,,,,203,,Plot,537,
1859-12-25,Shreve wonders what Judith felt when she <br> saw Bon for the first time.  [SOURCE: Shreve-Quentin],8,,,,,203,,Story,203,
1860-01-03,"Bon rides away from Sutpen's Hundred not <br> having seen any sign of recognition from <br> his father and still asking himself ""Why?"" <br> (257).  [SOURCE: Shreve-Quentin]",8,,,,,213,,Plot,538,
1860-01-03,"Bon rides away from Sutpen's Hundred not <br> having seen any sign of recognition from <br> his father and still asking himself ""Why?"" <br> (257).  [SOURCE: Shreve-Quentin]",8,,,,,213,,Story,213,
14-01-10,"Shreve pauses the story, sensing Quentin is <br> about to interrupt him.  [SOURCE: Narrator]",8,,626,,,,,Plot,539,
14-01-10,"Shreve pauses the story, sensing Quentin is <br> about to interrupt him.  [SOURCE: Narrator]",8,,626,,,,,Story,626,
1859-12-25,Shreve describes Bon as too obsessed with <br> his quest for recognition from the father <br> to care about the meetings with Judith <br> that Ellen arranged.  [SOURCE: Shreve-Quentin],8,,,,,207,,Plot,540,
1859-12-25,Shreve describes Bon as too obsessed with <br> his quest for recognition from the father <br> to care about the meetings with Judith <br> that Ellen arranged.  [SOURCE: Shreve-Quentin],8,,,,,207,,Story,207,
14-01-10,"Shreve's representation of Bon's relationship with Judith <br> does not satisfy Quentin's demand that ""love"" <br> have a place in the story (258). <br>  [SOURCE: Narrator]",8,,627,,,,,Plot,541,
14-01-10,"Shreve's representation of Bon's relationship with Judith <br> does not satisfy Quentin's demand that ""love"" <br> have a place in the story (258). <br>  [SOURCE: Narrator]",8,,627,,,,,Story,627,
1860-03-01,"Shreve describes Bon's thoughts about Judith as <br> ""spring"" arrives, and speculates on what role <br> ""the possibility of incest"" might have played <br> in those thoughts (259).    [SOURCE: Shreve-Quentin]",8,,,,,226,,Plot,542,
1860-03-01,"Shreve describes Bon's thoughts about Judith as <br> ""spring"" arrives, and speculates on what role <br> ""the possibility of incest"" might have played <br> in those thoughts (259).    [SOURCE: Shreve-Quentin]",8,,,,,226,,Story,226,
14-01-10,"Shreve philosophizes about the meaning of incest <br> in the context of physical love; Quentin <br> responds, twice, by saying only ""I dont <br> know"" (259).  [SOURCE: Narrator]",8,,628,,,,,Plot,543,
14-01-10,"Shreve philosophizes about the meaning of incest <br> in the context of physical love; Quentin <br> responds, twice, by saying only ""I dont <br> know"" (259).  [SOURCE: Narrator]",8,,628,,,,,Story,628,
1859-09-25,"Shreve describes Bon's thoughts about Judith from <br> ""those three months between that September and <br> that Christmas"" to being back in school <br> the next spring (260); in this account, <br> he takes both Judith and even the <br> idea of incest for granted.  [SOURCE: Shreve-Quentin]",8,,,,,192,,Plot,544,
1859-09-25,"Shreve describes Bon's thoughts about Judith from <br> ""those three months between that September and <br> that Christmas"" to being back in school <br> the next spring (260); in this account, <br> he takes both Judith and even the <br> idea of incest for granted.  [SOURCE: Shreve-Quentin]",8,,,,,192,,Story,192,
1860-01-05,"While Henry thinks about Bon and Judith, <br> Bon's thoughts focus on his longing for <br> a sign from his father.    [SOURCE: Shreve-Quentin]",8,,,,,216,,Plot,545,
1860-01-05,"While Henry thinks about Bon and Judith, <br> Bon's thoughts focus on his longing for <br> a sign from his father.    [SOURCE: Shreve-Quentin]",8,,,,,216,,Story,216,
1860-05-01,"Bon agrees to return to Sutpen's Hundred <br> with Henry, expecting that that will provoke <br> his father into giving him some kind <br> of sign.  [SOURCE: Shreve-Quentin]",8,,,,,228,,Plot,546,
1860-05-01,"Bon agrees to return to Sutpen's Hundred <br> with Henry, expecting that that will provoke <br> his father into giving him some kind <br> of sign.  [SOURCE: Shreve-Quentin]",8,,,,,228,,Story,228,
1860-06-01,"Bon rides back to Sutpen's in June, <br> thinking of who he will find there. <br>  [SOURCE: Shreve-Quentin]",8,,,,,238,,Plot,547,
1860-06-01,"Bon rides back to Sutpen's in June, <br> thinking of who he will find there. <br>  [SOURCE: Shreve-Quentin]",8,,,,,238,,Story,238,
01-06-09,"Shreve describes the ""Decoration Day"" ceremony in <br> the South ""fifty years"" after the June <br> in which Bon returns to Sutpen's Hundred, <br> after the Confederates had ""fought it and <br> lost it and come back home"" (262). <br>   [SOURCE: Shreve-Quentin]",8,,,,,529,,Plot,548,
01-06-09,"Shreve describes the ""Decoration Day"" ceremony in <br> the South ""fifty years"" after the June <br> in which Bon returns to Sutpen's Hundred, <br> after the Confederates had ""fought it and <br> lost it and come back home"" (262). <br>   [SOURCE: Shreve-Quentin]",8,,,,,529,,Story,529,
1860-06-02,"Shreve describes the ""Decoration Day"" ceremony in <br> the South ""fifty years"" after the June <br> in which Bon returns to Sutpen's Hundred, <br> after the Confederates had ""fought it and <br> lost it and come back home"" (262). <br>   [SOURCE: Shreve-Quentin]",8,,,,,245,,Plot,549,
1860-06-02,"Shreve describes the ""Decoration Day"" ceremony in <br> the South ""fifty years"" after the June <br> in which Bon returns to Sutpen's Hundred, <br> after the Confederates had ""fought it and <br> lost it and come back home"" (262). <br>   [SOURCE: Shreve-Quentin]",8,,,,,245,,Story,245,
14-01-10,"Quentin interrupts Shreve's account, noting that he <br> has not been talking about ""love"" (263). <br>  [SOURCE: Narrator]",8,,629,,,,,Plot,550,
14-01-10,"Quentin interrupts Shreve's account, noting that he <br> has not been talking about ""love"" (263). <br>  [SOURCE: Narrator]",8,,629,,,,,Story,629,
1860-06-01,"When Bon reaches Sutpen's Hundred, Sutpen himself <br> is gone; Ellen doesn't no where her <br> husband is, but Bon decides he has <br> gone ""there"" - to New Orleans - <br> ""to make sure"" - that Bon is <br> his son (263).  [SOURCE: Shreve-Quentin]",8,,,,,239,,Plot,551,
1860-06-01,"When Bon reaches Sutpen's Hundred, Sutpen himself <br> is gone; Ellen doesn't no where her <br> husband is, but Bon decides he has <br> gone ""there"" - to New Orleans - <br> ""to make sure"" - that Bon is <br> his son (263).  [SOURCE: Shreve-Quentin]",8,,,,,239,,Story,239,
1860-06-01,"Shreve imagines Bon imaging the scene in <br> New Orleans ""after almost thirty years"" between <br> his mother and Sutpen (263).  [SOURCE: Shreve-Quentin]",8,,,240,,,,Plot,552,
1860-06-01,"Shreve imagines Bon imaging the scene in <br> New Orleans ""after almost thirty years"" between <br> his mother and Sutpen (263).  [SOURCE: Shreve-Quentin]",8,,,240,,,,Story,240,
1860-06-01,Shreve imagines Bon's feelings while Ellen works <br> to bring him and Judith together.  [SOURCE: Shreve-Quentin],8,,,,,241,,Plot,553,
1860-06-01,Shreve imagines Bon's feelings while Ellen works <br> to bring him and Judith together.  [SOURCE: Shreve-Quentin],8,,,,,241,,Story,241,
1860-04-01,Shreve recalls what Mr. Compson told Quentin <br> about Ellen taking Judith to Memphis.  [SOURCE: Shreve-Quentin],8,,,,,227,,Plot,554,
1860-04-01,Shreve recalls what Mr. Compson told Quentin <br> about Ellen taking Judith to Memphis.  [SOURCE: Shreve-Quentin],8,,,,,227,,Story,227,
1860-06-01,Shreve imagines the different ways Judith and <br> Henry are thinking about the engagement during <br> Bon's visit.  [SOURCE: Shreve-Quentin],8,,,,,242,,Plot,555,
1860-06-01,Shreve imagines the different ways Judith and <br> Henry are thinking about the engagement during <br> Bon's visit.  [SOURCE: Shreve-Quentin],8,,,,,242,,Story,242,
1860-06-01,Shreve imagines Bon kissing Judith for the <br> first time.  [SOURCE: Shreve-Quentin],8,,,,,243,,Plot,556,
1860-06-01,Shreve imagines Bon kissing Judith for the <br> first time.  [SOURCE: Shreve-Quentin],8,,,,,243,,Story,243,
1860-06-03,"Ellen's response to Bon's visit makes Judith <br> realize for ""the first time"" that Bon <br> had never proposed (264).  [SOURCE: Shreve-Quentin]",8,,,,,256,,Plot,557,
1860-06-03,"Ellen's response to Bon's visit makes Judith <br> realize for ""the first time"" that Bon <br> had never proposed (264).  [SOURCE: Shreve-Quentin]",8,,,,,256,,Story,256,
1860-06-04,"On his way back to New Orleans, <br> Bon's thoughts are wholly occupied with the <br> question of Sutpen's behavior and his own <br> longing for recognition from him.  [SOURCE: Shreve-Quentin]",8,,,,,257,,Plot,558,
1860-06-04,"On his way back to New Orleans, <br> Bon's thoughts are wholly occupied with the <br> question of Sutpen's behavior and his own <br> longing for recognition from him.  [SOURCE: Shreve-Quentin]",8,,,,,257,,Story,257,
1860-06-11,"Bon returns to New Orleans, and his <br> mother's behavior gives him no clue if <br> Sutpen had been there.  [SOURCE: Shreve-Quentin]",8,,,,,261,,Plot,559,
1860-06-11,"Bon returns to New Orleans, and his <br> mother's behavior gives him no clue if <br> Sutpen had been there.  [SOURCE: Shreve-Quentin]",8,,,,,261,,Story,261,
1860-06-12,"Meeting with the lawyer again, Bon feels <br> certain that he has ""fathomed the lawyer's <br> design,"" but knows no more about his <br> father's actions (265).  [SOURCE: Shreve-Quentin]",8,,,,,262,,Plot,560,
1860-06-12,"Meeting with the lawyer again, Bon feels <br> certain that he has ""fathomed the lawyer's <br> design,"" but knows no more about his <br> father's actions (265).  [SOURCE: Shreve-Quentin]",8,,,,,262,,Story,262,
1861-06-01,"Shreve anticipates Bon's final meeting with the <br> lawyer, which he dates ""next summer, when <br> Henry would be with him"" (265).  Note: this date is incompatible with the <br> rest of the narrative, which makes it <br> clear that both Bon and Henry leave <br> New Orleans in ""the spring"" (94). [SOURCE: <br> Shreve-Quentin]",8,,,,,337,,Plot,561,
1861-06-01,"Shreve anticipates Bon's final meeting with the <br> lawyer, which he dates ""next summer, when <br> Henry would be with him"" (265).  Note: this date is incompatible with the <br> rest of the narrative, which makes it <br> clear that both Bon and Henry leave <br> New Orleans in ""the spring"" (94). [SOURCE: <br> Shreve-Quentin]",8,,,,,337,,Story,337,
1860-06-12,"Bon and the lawyer tell each other <br> ""nothing,"" just as Bon's mother's behavior tells <br> Bon nothing (265).  [SOURCE: Shreve-Quentin]",8,,,,,263,,Plot,562,
1860-06-12,"Bon and the lawyer tell each other <br> ""nothing,"" just as Bon's mother's behavior tells <br> Bon nothing (265).  [SOURCE: Shreve-Quentin]",8,,,,,263,,Story,263,
1860-06-13,"When neither the lawyer nor his mother <br> mention it, Bon tells them that he <br> will go back to college.  [SOURCE: Shreve-Quentin]",8,,,,,264,,Plot,563,
1860-06-13,"When neither the lawyer nor his mother <br> mention it, Bon tells them that he <br> will go back to college.  [SOURCE: Shreve-Quentin]",8,,,,,264,,Story,264,
1860-09-01,"Back at school, Bon resumes writing Judith <br> - thinking that that may provoke Sutpen <br> to send him some kind of sign. <br>  [SOURCE: Shreve-Quentin]",8,,,,,269,,Plot,564,
1860-09-01,"Back at school, Bon resumes writing Judith <br> - thinking that that may provoke Sutpen <br> to send him some kind of sign. <br>  [SOURCE: Shreve-Quentin]",8,,,,,269,,Story,269,
1860-12-01,"When Christmas comes, Bon again returns to <br> Sutpen's Hundred; when Sutpen is out, Bon <br> realizes he still doesn't know what he <br> is going to do.  [SOURCE: Shreve-Quentin]",8,,,,,272,,Plot,565,
1860-12-01,"When Christmas comes, Bon again returns to <br> Sutpen's Hundred; when Sutpen is out, Bon <br> realizes he still doesn't know what he <br> is going to do.  [SOURCE: Shreve-Quentin]",8,,,,,272,,Story,272,
1860-12-24,"When Bon hears that Sutpen has sent <br> for Henry, he walks with Judith in <br> the garden.  [SOURCE: Shreve-Quentin]",8,,,,,273,,Plot,566,
1860-12-24,"When Bon hears that Sutpen has sent <br> for Henry, he walks with Judith in <br> the garden.  [SOURCE: Shreve-Quentin]",8,,,,,273,,Story,273,
1860-12-24,"Shreve's perspective shifts briefly to Judith, disappointed <br> by Bon's behavior in the garden ""but <br> still unbowed"" (266).  [SOURCE: Shreve-Quentin]",8,,,,,274,,Plot,567,
1860-12-24,"Shreve's perspective shifts briefly to Judith, disappointed <br> by Bon's behavior in the garden ""but <br> still unbowed"" (266).  [SOURCE: Shreve-Quentin]",8,,,,,274,,Story,274,
1860-12-24,"Shreve describes Bon sending Judith away, with <br> a pat on ""her behind,"" so he <br> can be ""alone to think about love"" <br> - but really to concentrate on what <br> is happening between Sutpen and Henry (266). <br>  [SOURCE: Shreve-Quentin]",8,,,,,280,,Plot,568,
1860-12-24,"Shreve describes Bon sending Judith away, with <br> a pat on ""her behind,"" so he <br> can be ""alone to think about love"" <br> - but really to concentrate on what <br> is happening between Sutpen and Henry (266). <br>  [SOURCE: Shreve-Quentin]",8,,,,,280,,Story,280,
1860-12-24,"Without saying a word, Bon and Henry <br> go together to get ready to leave <br> Sutpen's Hundred.  [SOURCE: Shreve-Quentin]",8,,,,,285,,Plot,569,
1860-12-24,"Without saying a word, Bon and Henry <br> go together to get ready to leave <br> Sutpen's Hundred.  [SOURCE: Shreve-Quentin]",8,,,,,285,,Story,285,
